seed,method,smiles,tanimoto,qed,delta_qed,sa,novel
aspirin,classical_gru,CC(=O)Oc1ccccc1Oc1ccccc1,0.5806451612903226,0.5962188281243478,0.046097031430462954,1.5081708204590818,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1O,0.6060606060606061,0.686252745363617,0.1361309486697322,1.835657828358471,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C=CC(=O)c1ccccc1,0.47368421052631576,0.3679369274236491,-0.18218486927023575,1.798808103083747,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(F)c1ccc(C)cc1,0.4358974358974359,0.6145605141765683,0.06443871748268348,2.5251586907864016,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)c1ccccc1,0.7241379310344828,0.4704350382762901,-0.07968675841759476,1.5681068287068456,True
aspirin,classical_gru,CC(=O)Oc1cccc(O)c1C(=O)O,0.5625,0.5444495427307616,-0.005672253963123208,2.0274884859000384,True
aspirin,classical_gru,CC(=O)Oc1cccc(O)c1-c1ccccc1,0.5142857142857142,0.6345317592616068,0.08440996256772193,1.771079081840556,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1,0.6774193548387096,0.6255787773725051,0.07545698067862028,1.6240822768578518,True
aspirin,classical_gru,CCOC(=O)c1ccccc1OC(C)=O,0.6060606060606061,0.5609515911082301,0.010829794414345284,1.6081162332504455,True
aspirin,classical_gru,CC(=O)Oc1ccccc1Oc1ccccc1C(C)=O,0.59375,0.4835824605318816,-0.06653933616200325,1.7654306305562741,True
aspirin,classical_gru,CC(=O)Oc1ccccc1Oc1cccc(O)c1C(=O)O,0.5277777777777778,0.6634412768366384,0.11331948014275361,2.027281286214663,True
aspirin,classical_gru,COC(=O)C(O)c1ccccc1OC(C)=O,0.4722222222222222,0.6074212379589172,0.05729944126503239,2.545657986339247,True
aspirin,classical_gru,CCC(=O)OCc1ccccc1OC(C)=O,0.4473684210526316,0.5776820493849099,0.027560252691025022,1.8954733005231574,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(C)C,0.5483870967741935,0.5138309149925241,-0.036290881701360744,1.68138568407476,True
aspirin,classical_gru,CC(=O)Oc1ccccc1Nc1ccccc1C(=O)O,0.6666666666666666,0.6599215462587108,0.10979974956482597,1.774504806380449,True
aspirin,classical_gru,CC(=O)Oc1ccccc1Oc1ccccc1C(=O)O,0.7931034482758621,0.6835053331206199,0.13338353642673506,1.7314976635233066,True
aspirin,classical_gru,CC(=O)CCOc1ccccc1OC(C)=O,0.4857142857142857,0.5642350924860546,0.0141132957921698,1.8142781956280523,True
aspirin,classical_gru,CC(=O)Oc1ccccc1CC(=O)Oc1ccccc1,0.4864864864864865,0.6329162001489662,0.08279440345508138,1.7662987913428552,True
aspirin,classical_gru,CC(=O)Oc1ccccc1-c1cc(O)ccc1C(=O)O,0.5675675675675675,0.6625665092602313,0.11244471256634647,1.9331518793075215,True
aspirin,classical_gru,CC(=O)Oc1cccc(O)c1O,0.5161290322580645,0.37299896902311375,-0.1771228276707711,1.9880223306386071,True
aspirin,classical_gru,CC(=O)Oc1cc2ccccc(Cl)cc1cc2,0.4,0.5619803837145143,0.011858587020629474,3.5164635054486784,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(C)OC(C)=O,0.5,0.5809821674998409,0.03086037080595605,2.4796472528866538,True
aspirin,classical_gru,C=C(Oc1ccccc1OC(C)=O)C(=O)O,0.5625,0.36220109598647443,-0.1879207007074104,2.2294797812517313,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)OCCc1ccccc1,0.5675675675675675,0.6253371890770321,0.07521539238314723,1.6904559281244786,True
aspirin,classical_gru,CC(=O)Oc1ccccc1[C@@H](N)COC(=O)O,0.46153846153846156,0.6066447550051269,0.0565229583112421,2.7409823617900155,True
aspirin,classical_gru,CC(=O)Oc1ccc(C)cc1OC(C)=O,0.42424242424242425,0.5493809136111033,-0.0007408830827815294,1.8117477341885309,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)OO,0.6896551724137931,0.3331808966992133,-0.21694089999467153,2.012702448040317,True
aspirin,classical_gru,CC(=O)Oc1ccc(F)cc1Oc1ccccc1,0.47368421052631576,0.6134034368312532,0.06328164013736837,1.6776516250869378,True
aspirin,classical_gru,CC(=O)OCC(O)Cc1ccccc1OC(C)=O,0.425,0.6267204704124423,0.07659867371855744,2.5306739129238327,True
aspirin,classical_gru,CC(=O)Oc1ccccc1CCOC(=O)CO,0.425,0.6032014814586718,0.05307968476478697,2.098783112118788,True
aspirin,classical_gru,C=CC=C(c1ccccc1)c1ccccc1OC(C)=O,0.5675675675675675,0.46905209579694623,-0.0810697008969386,2.1763975767679558,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)C(=O)O,0.7241379310344828,0.34487846063555644,-0.2052433360583284,1.9140015803423793,True
aspirin,classical_gru,CCCCC(CC(=O)O)c1ccccc1OC(C)=O,0.42857142857142855,0.6055387511669416,0.05541695447305672,2.5477614818994976,True
aspirin,classical_gru,COC(=O)C(OC)c1ccccc1OC(C)=O,0.4594594594594595,0.586856311773243,0.03673451507935821,2.6092211577766378,True
aspirin,classical_gru,COc1ccccc1C(=O)c1ccccc1OC(C)=O,0.6451612903225806,0.48676618075809003,-0.0633556159357948,1.7162001360507784,True
aspirin,classical_gru,CCC(COc1ccccc1OC(C)=O)C(=O)O,0.46153846153846156,0.6196567761862083,0.06953497949232346,2.4701210086852132,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(=O)Cc1ccccc1,0.6363636363636364,0.4782550443409839,-0.07186675235290091,1.6417386871142607,True
aspirin,classical_gru,CC(=O)Oc1ccccc1Oc1ccccc1F,0.5,0.6134034368312532,0.06328164013736837,1.6678018513312818,True
aspirin,classical_gru,CNOCc1ccccc1OC(C)=O,0.5,0.44615702561659554,-0.1039647710772893,2.248789461431784,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(C)=O,0.7407407407407407,0.3938260224887426,-0.15629577420514223,1.6343324972615747,True
aspirin,classical_gru,CNC(=O)c1ccccc1OC(C)=O,0.6451612903225806,0.5621294319817908,0.012007635287905938,1.6674230958135947,True
aspirin,classical_gru,CC(=O)Oc1ccccc1CC(=O)O,0.5454545454545454,0.5803989492636342,0.030277152569749388,1.736143743586874,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(O)(CO)c1ccccc1,0.46153846153846156,0.658093476886361,0.10797168019247616,2.562083426750357,True
aspirin,classical_gru,CC(=O)Oc1ccccc1C(N)=O,0.6896551724137931,0.5365653229299124,-0.013556473763972399,1.6473874423165196,True
aspirin,classical_gru,CC(=O)Oc1ccc(N(C)C)cc1C(=O)O,0.5428571428571428,0.6189478381236807,0.06882604142979587,1.9741924313922858,True
aspirin,classical_gru,CC(=O)Oc1ccccc1-c1ccccc1,0.5806451612903226,0.5637333994953094,0.013611602801424594,1.4501264017697366,True
aspirin,classical_gru,CCCC(=O)Oc1ccccc1OC(C)=O,0.5,0.5791289057906137,0.029007109096728878,1.8047337900336462,True
aspirin,classical_gru,COc1ccccc1C(=O)O,0.6428571428571429,0.6961288347721591,0.1460070380782743,1.2774680286049218,True
aspirin,classical_gru,COCC(O)c1ccccc1OC(C)=O,0.4594594594594595,0.600676251564681,0.05055445487079613,2.5048481972279646,True
aspirin,classical_gru,CC(=O)Oc1ccccc1[C@H](O)c1ccccc1O,0.4722222222222222,0.6550020827849274,0.10488028609104261,2.454420519523701,True
aspirin,hybrid_qcbm,O=COc1ccccc1C(=O)O,0.5483870967741935,0.6778778103745307,0.12775601368064582,2.028859043925321,True
aspirin,hybrid_qcbm,COC(=O)c1ccccc1OC(=O)c1ccccc1O,0.43243243243243246,0.6857310654593345,0.13560926876544965,1.7255363997870425,True
aspirin,hybrid_qcbm,CC(=O)Oc1c(C)cccc1C(=O)O,0.5454545454545454,0.5735408372550064,0.02341904056112154,1.8602269474385,True
aspirin,hybrid_qcbm,CC(=O)Oc1cc(F)ccc1C(=O)O,0.625,0.576587362658777,0.026465565964892135,1.8263674879790415,True
aspirin,hybrid_qcbm,COC(=O)c1ccccc1OC(C)=O,0.6666666666666666,0.5270970873600443,-0.023024709333840487,1.6008704642346476,True
aspirin,hybrid_qcbm,CC(=O)Oc1cnccc1C(=O)O,0.5757575757575758,0.6794768999092021,0.1293551032153173,2.1396696401187167,True
aspirin,hybrid_qcbm,Cc1cccc(OC(=O)c2ccccc2O)c1C(=O)O,0.4146341463414634,0.66245364160289,0.11233184490900516,1.9120956555312993,True
aspirin,hybrid_qcbm,CC(=O)Oc1ccccc1C(=O)Nc1ccc([N+](=O)[O-])s1,0.4444444444444444,0.405104789654029,-0.14501700703985582,2.3121826124746097,True
aspirin,hybrid_qcbm,O=C(CO)Oc1ccccc1C(=O)O,0.6129032258064516,0.5355445692257615,-0.014577227468123288,1.8692198569471987,True
aspirin,hybrid_qcbm,CC(=O)Oc1ccccc1C(N)=O,0.6896551724137931,0.5365653229299124,-0.013556473763972399,1.6473874423165196,True
aspirin,hybrid_qcbm,CC(=O)Oc1cccc(O)c1C(=O)O,0.5625,0.5444495427307616,-0.005672253963123208,2.0274884859000384,True
aspirin,hybrid_qcbm,CC(=O)Oc1c(O)cccc1C(=O)O,0.5454545454545454,0.5444495427307616,-0.005672253963123208,1.9956947229062756,True
aspirin,hybrid_qcbm,COc1ccccc1C(=O)Oc1ccccc1C(=O)O,0.625,0.6837890704138283,0.13366727371994347,1.6268380481386906,True
aspirin,hybrid_qcbm,CC(=O)Oc1ccncc1C(=O)O,0.5757575757575758,0.6794768999092021,0.1293551032153173,2.0759061236351997,True
aspirin,hybrid_qcbm,CC(=O)Oc1cc(C)ccc1C(=O)O,0.59375,0.5735408372550064,0.02341904056112154,1.7631579245694784,True
caffeine,hybrid_qcbm,CCn1c(=O)c2c(ncn2C)n(C)c1=O,0.6666666666666666,0.6316015271476549,0.09313870091043341,2.3324669649577636,True
caffeine,hybrid_qcbm,Cc1nc2c(c(=O)n(C)c(=O)n2C)n1C,0.48484848484848486,0.5736555319959749,0.03519270575875333,2.3728384442477033,True
caffeine,hybrid_qcbm,CCn1cnc2c1c(=O)n(C)c(=O)n2C,0.6363636363636364,0.631601527147655,0.09313870091043353,2.30087004188084,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(ncn2CO)n(C)c1=O,0.6176470588235294,0.6131648212171065,0.07470199497988494,2.5587477341885307,True
caffeine,hybrid_qcbm,CCn1c(=O)[nH]c(=O)c2c1ncn2C,0.4,0.6611710953734201,0.12270826913619859,2.4889081160565105,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(nc(F)n2C)n(C)c1=O,0.47058823529411764,0.5320811154200809,-0.006381710817140673,2.6621769057861666,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(nnn2C)n(C)c1=O,0.48484848484848486,0.5052838878230016,-0.03317893841421993,2.6981961782077306,True
caffeine,hybrid_qcbm,Cn1cnc2c1c(=O)n(CCCCC=O)c(=O)n2C,0.5641025641025641,0.553285478478103,0.014822652240881529,2.549804860684281,True
caffeine,hybrid_qcbm,Cn1cnc2c1c(=O)n(CO)c(=O)n2C,0.6470588235294118,0.6131648212171065,0.07470199497988494,2.623104657265456,True
caffeine,hybrid_qcbm,CCn1c(=O)n(C)c(=O)c2c1ncn2C,0.6666666666666666,0.631601527147655,0.09313870091043353,2.379637349573148,True
caffeine,hybrid_qcbm,COC(CO)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.4883720930232558,0.7239315313549637,0.18546870511774216,3.0995873085615235,True
caffeine,hybrid_qcbm,CC(=O)CCC(C)Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.4888888888888889,0.800706833315016,0.2622440070777945,3.059851911131749,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(ncn2CC(C)(O)CO)n(C)c1=O,0.5121951219512195,0.6819296277598482,0.1434668015226267,3.1782313990592606,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(ncn2C)n(CO)c1=O,0.6470588235294118,0.6131648212171065,0.07470199497988494,2.675346195726993,True
caffeine,hybrid_qcbm,Cn1c(=O)c2c(nc(O)n2C)n(C)c1=O,0.47058823529411764,0.5841117953003164,0.0456489690630949,2.690969805194449,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(N)cc1,0.64,0.5913430276705032,-0.0036831691075815964,1.4591157209126155,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1C,0.5517241379310345,0.6215535153852553,0.026527318607170502,1.6377838691001454,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(OCCCCC(=O)O)cc1,0.4444444444444444,0.7288281852396258,0.133801988461541,1.5779363490688372,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1O,0.5172413793103449,0.4322954186862058,-0.16273077809187897,1.839924734484761,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1C(=O)O,0.4838709677419355,0.6153225195792447,0.020296322801159894,1.7676523112638627,True
acetaminophen,classical_gru,CC(=O)Nc1ccccc1C(=O)O,0.41935483870967744,0.7195027364935574,0.12447653971547268,1.4339905192395968,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(OCCC(C)(C)O)cc1,0.4444444444444444,0.8248790462809419,0.22985284950285712,1.8351856453857085,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(C(F)(F)F)cc1,0.5714285714285714,0.746416298605068,0.1513901018269832,1.5462785066900597,True
acetaminophen,classical_gru,CCC(=O)OCc1ccc(NC(C)=O)cc1,0.5151515151515151,0.7919638579690114,0.1969376611909266,1.629989034788892,True
acetaminophen,classical_gru,CCOc1ccc(NC(C)=O)cc1,0.5333333333333333,0.770678866809672,0.17565267003158724,1.313193596162673,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)c(O)c1,0.5925925925925926,0.4322954186862058,-0.16273077809187897,1.7210555037155295,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1S(C)(=O)=O,0.4411764705882353,0.7330149019459438,0.137988705167859,2.0436159590406024,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(S)c(O)c1,0.5333333333333333,0.5795640454714011,-0.015462151306683714,2.24138098448476,True
acetaminophen,classical_gru,COc1ccc(NC(C)=O)cc1,0.5925925925925926,0.7232129256008616,0.12818672882277682,1.2193163865826637,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)c(NC(=O)CO)c1,0.45714285714285713,0.4375218210256559,-0.15750437575242887,1.9106962392123759,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(NC(C)=O)c(O)c1,0.5517241379310345,0.6409688375874225,0.04594264080933774,1.7763015803423787,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cn1,0.5,0.6236130608942375,0.028586864116152744,2.0285941824510747,True
acetaminophen,classical_gru,CCCc1cc(O)ccc1NC(C)=O,0.42857142857142855,0.7235112205147226,0.12848502373663784,1.9132069014816135,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(Cl)cc1,0.64,0.6869443648513706,0.09191816807328579,1.2427972593741536,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1Nc1ccc(C)cc1,0.4857142857142857,0.7374465869436189,0.1424203901655341,1.8381650538293055,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1S(N)(=O)=O,0.42857142857142855,0.6208279814623796,0.025801784684294837,2.0939769057861657,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(C(C)=O)cc1,0.64,0.7004978432294019,0.10547164645131712,1.3655549148439903,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1C(N)=O,0.46875,0.5965325656156286,0.0015063688375438478,1.8552722696838213,True
acetaminophen,classical_gru,CCC(C)(C)c1ccc(NC(C)=O)cc1,0.5161290322580645,0.8053144077183768,0.21028821094029204,1.7345623495731477,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(C(=O)O)cc1,0.6153846153846154,0.7195027364935574,0.12447653971547268,1.3354177719868492,True
acetaminophen,classical_gru,COc1cc(NC(C)=O)ccc1O,0.5,0.6770524013638571,0.08202620458577237,1.57639623352531,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)cc1[PH](=O)O,0.4411764705882353,0.493218156949741,-0.10180803982834374,3.648386983014823,True
acetaminophen,classical_gru,CC(=O)N[CH]c1cc(O)ccc1NC(C)=O,0.42857142857142855,0.6660243487044984,0.07099815192641368,2.7347323751694397,True
acetaminophen,classical_gru,CC(=O)Nc1cccc(C(C)=O)c1,0.4666666666666667,0.7004978432294019,0.10547164645131712,1.4483786511077277,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(O)c(F)c1,0.5333333333333333,0.6255026971279218,0.030476500349837066,1.6832381960232237,True
acetaminophen,classical_gru,CC(=O)Nc1ccc(C)cc1,0.6666666666666666,0.649285896030243,0.05425969925215823,1.2102357209126158,True
acetaminophen,classical_gru,COC(=O)c1ccc(NC(C)=O)cc1,0.5714285714285714,0.722695962002155,0.12766976522407025,1.3562854439917338,True
acetaminophen,classical_gru,C=C(NC(C)=O)C(=O)c1ccc(O)cc1,0.4375,0.5756697666260308,-0.019356430152054016,2.3659850418808404,True
acetaminophen,hybrid_qcbm,CC(=O)Nc1ccc(O)c(F)c1,0.5333333333333333,0.6255026971279218,0.030476500349837066,1.6832381960232237,True
acetaminophen,hybrid_qcbm,CCC(=O)Nc1ccc(O)cc1,0.5925925925925926,0.6555935935870101,0.06056739680892531,1.4712450579113359,True
acetaminophen,hybrid_qcbm,O=CNc1ccc(O)cc1,0.4444444444444444,0.4708236249301414,-0.12420257184794337,1.9547105754667236,True
acetaminophen,hybrid_qcbm,COc1ccc(NC(C)=O)cc1,0.5925925925925926,0.7232129256008616,0.12818672882277682,1.2193163865826637,True
acetaminophen,hybrid_qcbm,CC(=O)Nc1ccc(O)cc1O,0.5172413793103449,0.4322954186862058,-0.16273077809187897,1.839924734484761,True
acetaminophen,hybrid_qcbm,CC(=O)Nc1ccc(O)cc1F,0.4838709677419355,0.6255026971279218,0.030476500349837066,1.7460564652539912,True
acetaminophen,hybrid_qcbm,O=C(CO)Nc1ccc(O)cc1,0.5555555555555556,0.5555038677063233,-0.03952232907176145,1.6673024005686763,True
acetaminophen,hybrid_qcbm,CC(=O)Nc1ccc(O)nc1,0.5517241379310345,0.6236130608942375,0.028586864116152744,2.2939418747587688,True
acetaminophen,hybrid_qcbm,CC(=O)Nc1ccc(O)c(O)c1,0.5925925925925926,0.4322954186862058,-0.16273077809187897,1.7210555037155295,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)cc1O,0.5,0.41224566247982297,-0.16830531919657976,2.1258641420529987,True
sulfanilamide,classical_gru,COc1cc(S(N)(=O)=O)ccc1N,0.43333333333333335,0.6557396740933483,0.07518869241694559,1.8960741391490963,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)c(N)c1,0.46153846153846156,0.5141296611408954,-0.06642132053550731,2.2215499981324047,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)cc1Cl,0.48148148148148145,0.6590254973271298,0.07847451565072705,1.9643241916807899,True
sulfanilamide,classical_gru,CN(C)c1cc(S(N)(=O)=O)ccc1N,0.43333333333333335,0.6784934007312716,0.09794241905486889,2.226026739538291,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)cc1N,0.5416666666666666,0.5141296611408954,-0.06642132053550731,2.1019504944103193,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)cc1F,0.48148148148148145,0.6135190822597704,0.03296810058336763,1.979304836842081,True
sulfanilamide,classical_gru,Nc1ccc(S(N)(=O)=O)nc1,0.4444444444444444,0.5867759004998011,0.006224918823398373,2.437751529931182,True
sulfanilamide,hybrid_qcbm,Cc1cc(N)ccc1S(N)(=O)=O,0.42857142857142855,0.6151586420303399,0.03460766035393714,2.05008548200337,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)cc1O,0.5,0.41224566247982297,-0.16830531919657976,2.1258641420529987,True
sulfanilamide,hybrid_qcbm,Cc1cc(S(N)(=O)=O)ccc1N,0.48148148148148145,0.6151586420303399,0.03460766035393714,1.9046517351051087,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.41935483870967744,0.7871395577774678,0.20658857610106507,1.953467543379018,False
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)cn1,0.5,0.5867759004998011,0.006224918823398373,2.1461419808595643,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)nc1,0.4444444444444444,0.5867759004998011,0.006224918823398373,2.437751529931182,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(=O)(=O)NC=O)cc1,0.48148148148148145,0.517667747032638,-0.06288323464376477,2.370117112646188,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)c(F)c1,0.42857142857142855,0.6135190822597704,0.03296810058336763,2.073311288454983,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)c(O)c1,0.4444444444444444,0.5220762457988605,-0.05847473587754226,2.335351983244065,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(N)(=O)=O)cc1F,0.48148148148148145,0.6135190822597704,0.03296810058336763,1.979304836842081,True
sulfanilamide,hybrid_qcbm,Nc1ccc(S(=O)(=O)c2ccc(N)c(O)c2)cc1,0.4827586206896552,0.5610233626344054,-0.01952761904199729,2.0997824589589484,True
